cümle,entity,label,sentiment
95 kilo olarak üzerinde zıplamama rağmen banamısın bile demiyor. Şişirmesi pompası ile gayet basit. Hareketlerde çok destekleyici. Alınması gereken bir alet tavsiye ederim.,pompa,Ürün,"""pozitif"""
Fiyatının kalitesinde bir Ürün. Çok bir şey beklemeyin derim. Çok hafif ve basit. Schafer kalitesi bu kadar mı? diye sorguluyor insan.,Schafer,Şirket,"""negatif"" "
Sessiz ve süper mekanizma.,mekanizma,Ürün,"""pozitif"""
"Ondan yapamayacağını bildiğimiz, dik duruş sergilemeyeceğinden emin olduğumuz şeyleri beklemek bile anlamsız değil mi? Hatamız insan olamayanlardan olmasını beklemektir belki.",büyük beğeni kazanan Yuto Nagatomo,Kişi,"""nötr"""
Telefon güzel değil ben arayüze pek alışamadım ama satıcı çok iyi ve güvenilir iade işlemleri sırasında çok yardımcı oldular teşekkür ediyorum. Bir dahaki alışveriş yapacak olduğumda kesinlikle güvenebileceğim bir yer.,telefon,Ürün,"""negatif"" "
"Kesinlikle okunması gereken bir kitap, tüm kitapseverlere tavsiye ederim.",kitap,Ürün,"""pozitif"""
Bununla beraber bazı kaynaklarda Türk kökenli olduğu ya da olabileceği belirtilmektedir.,Türk kökenli,Genel,"""nötr"""
teşekkür ederim sony seni tanıdığım ve senle beraber olduğum için :),sony,Kişi,"""pozitif"""
uzun zamandır hem mutfakda hemde banyoda kullanıyoruz özellikle çocuklar için el yıkama alışkanlığı anlamında çok faydası oldu.ayrıca kaliteli hiç bir sıkıntı yaşamadık.kesinlikle tavsiye ederim.,çocuklar,Kişi,"""pozitif"""
çok iyi. hepsiburda ofmat teknolojiden aldık. kargo çok hızlıydı ertesi gün elime ulaştırdılar. Ürün çok kaliteli herkese tavsiye ederim,"hepsiburda, ofmat teknolojiden",Şirket,"""pozitif"""
Ürünün fazla gecikmeden gelmesi iyi oldu ve açıkçası beklediğimden çok daha büyük çıktı.,Ürün,Ürün,"""pozitif"""
Soğuk deniz suyu sayesinde hava ısısı da düşer.,deniz suyu,Yer,"""nötr"""
Ancak bu bölümler sekiz değişik vokal çizgisinde alt kategorilere de bölünmüştür.,vokal çizgileri,Genel,"""nötr"""
"gerçekten çok beğendim, çok hızlı bir şekilde elime ulaştı, artık bütün alışverişlerimi hepsiburada.comdan hesaplı ve güvenli yapıyorum, teşekkürler",hepsiburada.com,Şirket,"""pozitif"""
gerçekten çok güzel bir film.daha bugün izledim ve taze taze yorum yapıyorum. film bende requiem for a dream'vari bir etki yaptı. gerçektende insanın içini feci halde acıtan bir film. ama çok güzel tam bir rus sineması örneği.. bu arada andrei rolündeki çocuğun ölmesine son derece şaşırdım.. nasıl olur yaa.. o zaman filmi yarıda mı kesmişler yani.. ya da çekilecek sahneleri iptal edip fotoğraf slytlarıyla mı bitirmişler acaba.. çocuğa mı üzülürsün filme mi,"requiem for a dream, rus sineması",Film,"""negatif"" "
Ürünü kullanım klavuzundaki yönergelere göre kullanmak biraz zor ama youtube üzerinden Ürününün nasıl kullanılacağına dair videolar mevcut.,"Ürün, youtube",Ürün,"""nötr"""
"kıvamı, tadı, kokusu tek kelime ile harika, tchibo makinası ile %100 uyumlu. herkese tavsiye ederim.",tchibo makinası,Ürün,"""pozitif"""
Bu filme ikinci yorumum oluyor bazı arkadaşların yorumları beni çok şaşırttı bu filme 10/7 veren arkadaş yorum yazıpta milletin aklını karıştırmasın.. merak ediyorumda hayatında bunun gibi kaç film izlemiştirde başka bir filmle karşılaştırıyor bu filmi.. Filme söylenecek tek kelime M U H T E Ş E M olur..10/10 luk bir film,Film,Film,"""pozitif"""
fazla söze gerek yok.mükemmel!!!,Genel,Genel,"""pozitif"""
"Ürün çok güzel, kullanışlı, elleri terletmiyor, daha önceden kullandığım eldivenlere kıyasla çok daha iyi,","Ürün, eldivenler",Ürün,"""pozitif"""
Hiçbir artısı olmadığı gibi çok saçma esprilerle bezenmiş bir komedi.Zaman kaybı,Komedi,Film,"""negatif"" "
"2. koku kalıcılığı gayet iyi.sweet+fresh karışımı 1 koku.tercih meselesi olmakla beraber çok aman aman bi koku deil(daha iyisini gördüm),ama ortalamanın üzerinde bence.olgun(25-45 yaş) beyler için daha ideal olup. 4 mevsim kullanabileceğiniz. takım ve sade(blazer ceket+kot+deri ayakkabı) spor kıyafetle daha iyi gidecek tarzdan. spray başlığı su tabancası gibi elbiseyi ıslatmaktan ziyade küçük aerosoller tarzında havada çok dağılarak elbiseye siniyor",sweet+fresh,Koku,"""pozitif"""
Emeği geçen dernek başkanı Ömer İnan ve ekibine teşekkür ederiz.,Ömer İnan,Kişi,"""pozitif"""
"beğenerek yıllardır kullanıyoruz, ilk çocukta primayla büyüdü, ikinciside primayla büyüyor :) başka bez kullandığımızda değiştirmede biraz gecikme olduğunda hemen pişik oluyor, primada bu konuda hiç sorun yaşamıyoruz.",primayla,Ürün,"""pozitif"""
"Tanrım! Şok geçiriyorum Tam bir hayal kırıklığı!!! İzlediğim en kötü Coen Brothers filmi Aldığı ödüller ve adaylıkları konusunda konuşmak için diğer ödül alan ve aday olan filmleri de izlemek lazım Onun için bu konuda yorum yapamayacağım Ama ben filmi hiç beğenmedim Sinema sanatına bir yenilik getirmiyorAma ""izlemeyin. vakit kaybı tarzında"" yorumlar yapmayacağım İzleyin ve sinema izleyicisinin zevk düzeyinin ne kadar düştüğünü görünÇünkü sıkı durun : Bu film şu anda Imdb'de 21.sırada ve 8.8 puanı varYani ""Yurttaş Kane"" filminin bile üzerinde!!!!!!!","Coen Brothers, Imdb, Yurttaş Kane","Kişi, Web sitesi, Film","""negatif"" "
yine bir kavga ve sen benim kim oldugumu biliyor musun cümlesi gerçekten merak uyandırdı kimdi acaba keko,Keko,Kişi,"""nötr"""
"bu mini tost makinesi çok işe yarıyor. bence küçük veya büyük aileler fark etmiyor. zaten yeşil ışık yandığında tostlarınız maineye koymak için hazır halde ise 2 dakikada pişiyor. güzel ve kullanışlı bir Ürün. oğluma sabahları çabucak tost yapabilmek için almıştım. yanılmamışım, hedefe uygun olarak tasarlanmış. 3 aydan beri neredeyse her gün kullanıyorum. yer kaplamaması, küçük olması da avantajları arasında. plakalar çıkmıyor, ancak sadece tost için makineyi kullandığınız taktirde temizliği sorun yaratmıyor. hepsiburadaya teşekkürler.",hepsiburadaya,Şirket,"""pozitif"""
Çok ilginç savaş teknikleri vardır.,savaş teknikleri,Genel,"""nötr"""
Daha sonra diğer süreçler de bu belleği kullanır.,süreçler,Genel,"""nötr"""
Daha sonra Real Madrid ile anlaştı.,Real Madrid,Şirket,"""nötr"""
final sahnesi fena değildi onun dışında kesinlikle sıkıcı bir film bir an önce bitmesini istedim izlerken 6/10 bile fazla gelir bu filme,Film,Film,"""negatif"" "
Aynı süre yıldız gününe göre bundan bir gün uzundur.,yıldız günü,Genel,"""nötr"""
Selim tarafından ikinci kez şeyhülislam görevine getirildi.,Selim,Kişi,"""nötr"""
Şarkı aynı zamanda James Bay tarafından yazılan bazı sözler içermektedir.,James Bay,Kişi,"""nötr"""
"telefonum için silikon kılıf ve ekran koruyucu siparişimide verdim hemen. kısacası herkese tavsiye ediyorum, gönül rahatlığı ile hemen sizde sipariş verebilirsiniz.","silikon kılıf, ekran koruyucu",Ürün,"""pozitif"""
okuyupta anlatamadığım tek kitap. gerçekten ustaca yazılmış eser. kesinlikle okunmalı,kitap,Ürün,"""pozitif"""
öncelikle hepsi buradaya teşekkür ederim bu hizmeti ayağımıza getirdiği için yaklaşık 6 aydır çocuklarıma yedirdiğim tek bebek maması doktor tavsiyeli kullandık çok memnunuz gaz problemini sıfıra indirdi,"hepsi buradaya, bebek maması","Şirket, Ürün","""pozitif"""
Bazi şiirlerinde adi Edip olarak geçer.,Edip,Kişi,"""nötr"""
Ürün çok çabuk ulaştı ve fiyatıda gayet uygun.,Ürün,Ürün,"""pozitif"""
kargo hızlı elime ulaştı. güzel bir telefon,telefon,Ürün,"""pozitif"""
Ürün geldiğinden beri kullanımda güzel performans gösterdi.,Ürün,Ürün,"""pozitif"""
pazar akşamı sipariş verdim pazartesi saat 16:30 gibi elime ulaştı. telefon %100 orijinal hiçbir sıkıntısı yok mükemmel ötesi. bu fiyata da hiçbir yerde yok. teşekkürler hepsiburada,hepsiburada,Şirket,"""pozitif"""
Bu fiyata alınacak en güzel çantalardan çok şık :),çanta,Ürün,"""pozitif"""
cok güzel tam istediğim gibi kitaplarım sığıyor artı a4 boyutunda defter de sığıyor ilk geldiğinde deri kokusu vardı içine biraz parfüm sıktım 2 3 gün sonra kokusu çıktı yanındaki Yavru çanta da asırı iyi oldu makyaj malzemelerimi koyuyorum,"çanta, yavru çanta",Ürün,"""pozitif"""
Anneme aldım bayıldı. Her şeyiyle harika bir çanta.,çanta,Ürün,"""pozitif"""
Ürün fiyatına göre çok güzel çok iyi derin içi geniş. Bebekli anneler de rahatlıkla kullanabilir. Cüzdanda iyi ideal Bir Ürün ben çantanın askısına bayıldım koldan düşmüyor,çanta,Ürün,"""pozitif"""
Tarz bir çanta kaliteli duruyor fiyat performans Ürünü bence alınır. Çok beğendim. Tam istediğim gibi. Bu fiyata böyle güzel beklemiyordum. Teşekkür ederim.,çanta,Ürün,"""pozitif"""
Yargı Ceylin'de görüp aldım çok memnunum gayet güzel taktığımda herkes soruyor her kadında olması gereken bir çanta fiyatı çok uygun,çanta,Ürün,"""pozitif"""
Güzel şık çanta,çanta,Ürün,"""pozitif"""
Bayıldım çok şık duruyor tam bir muadil,çanta,Ürün,"""pozitif"""
Ürünü çok beğendim. Göründüğü gibi kaliteli ve kullanışlı. Teşekkür ederim 🤩,çanta,Ürün,"""pozitif"""
çit çitler keşke ikili olsaydı ya da fermuar olabilirdi ama kalitede sıkıntı yok,çanta,Ürün,"""nötr"""
kalitesi o kadar güzel ki üniversitede kullanmak için aldım içine PC'm bile sığdı bayıldım,çanta,Ürün,"""pozitif"""
İç hacmi geniş,çanta,Ürün,"""pozitif"""
Tam göründüğü gibi mükemmel ben bayıldım tercih edilebilir,çanta,Ürün,"""pozitif"""
"aşırı derecede deri kokusu var ve görseldeki kadar büyük değil, yanındaki küçük çanta da aynı şekilde","çanta, küçük çanta",Ürün,"""negatif"" "
"Çok güzel bir çanta, oldukça geniş kesinlikle alınır",çanta,Ürün,"""pozitif"""
kardeşime hediye aldım çok beğendi,çanta,Ürün,"""pozitif"""
Dokusu beklediğimden çok daha iyi çok beğendim.,çanta,Ürün,"""pozitif"""
çok kaliteli diyemem ama çok hızlı geldi 1 günde elime ulaştı. Kurtarıcı bir parça.,çanta,Ürün,"""pozitif"""
Çok güzel çanta duruşu güzel hoş,çanta,Ürün,"""pozitif"""
çok şık ve asil fakat Ürün özensiz kargolanmış ve gelirken ezilmiş onun dışında küçük olan çantası benzeri şey ise oldukça küçük bunların dışında fp Ürünü,"çanta, küçük çanta",Ürün,"""negatif"" "
"Ürünlerimizi gönderiyorsanız lütfen sürat kargo vermeyiniz, müşteri memnuniyeti 0 ....gerçekten. Teslimat adresimizi veriyoruz, mesaj bizlere geliyor dağıtıma çıkmışız Lakin müşteriyi şubeye çağırıyorlar...:((",sürat kargo,Kurum,"""negatif"" "
fotoğraf da ki halinden daha büyük bence çok iyi kırılmadan geldi yavrusu da makyaj malzemesi için çok iyi beğendim,"çanta, yavru çanta",Ürün,"""pozitif"""
Göründüğü gibi çok şık ve güzel geldi,çanta,Ürün,"""pozitif"""
resimdeki gibi iyi,çanta,Ürün,"""pozitif"""
Çok güzel çok beğendim çok büyük de değil çok küçük de değil tam istediğim boyda,çanta,Ürün,"""pozitif"""
Şöyle günlük kullanım için gayet iyi ama o kadar büyük bir çanta beklemeyin orta boy ama güzel ve kullanışlı arkadaşlar,çanta,Ürün,"""pozitif"""
Çok kaliteli sevdim,çanta,Ürün,"""pozitif"""
Okul için ve günlük hayat için hem çok şık hem de kullanışlı bir çanta 5 6 ay kullandıktan sonra mıknatısı koptu onu da çanta tamircisine yaptırdım 1 yıldır kullanıyorum. 3 arkadaşım da bende gördüler ve beğenip aldılar,çanta,Ürün,"""pozitif"""
Güzel geldi gözüktüğü gibi,çanta,Ürün,"""pozitif"""
üniversite için aldım,çanta,Ürün,"""pozitif"""
aldığımda hem spor hem de ders çantası olarak kullandım içindeki küçük çantayı da seyahatlerde çok kullandım fiyatına göre efsane bir Ürün,"çanta, küçük çanta",Ürün,"""pozitif"""
Göründüğü gibi gayet güzel ve kullanışlı,çanta,Ürün,"""pozitif"""
Çanta gerçekten kaliteli tam da istediğim gibi geldi. Kullanmaktan çok memnun olduğum çantalar arasına girdi.,çanta,Ürün,"""pozitif"""
Çok güzel parasını hak eden bir Ürün,çanta,Ürün,"""pozitif"""
Kurtarıcı parça,çanta,Ürün,"""pozitif"""
"Hızlı ve güzel geldi teşekkür ederim, fiyat performans Ürünü.",çanta,Ürün,"""pozitif"""
aylardır kullanıyorum bayılıyorum bu çantaya,çanta,Ürün,"""pozitif"""
Ürün güzel,çanta,Ürün,"""pozitif"""
Çok güzel ve kuponla çok uyguna aldım,çanta,Ürün,"""pozitif"""
Cok güzel ve kaliteli,çanta,Ürün,"""pozitif"""
fiyatına göre çok güzel herkese tavsiye ederim,çanta,Ürün,"""pozitif"""
"kalitesi fiyatına göre normal, içi gayet geniş tavsiye ederim.",çanta,Ürün,"""pozitif"""
çok iyi çok beğendim anneme hediye ettim çok beğendi ama fazla suyla yapıştırıcı kokuyordu yoksa mükemmel bir çanta,çanta,Ürün,"""pozitif"""
kalitesi gayet iyi,çanta,Ürün,"""pozitif"""
Gerçek güzel bir Ürün kesin alınmalı kaliteli geldi fiyatına göre baya iyi,çanta,Ürün,"""pozitif"""
günlük kullanıma uygun,Ürün,Kullanım,"""pozitif"""
ben mükemmel bir Ürün herkes alsın bu Ürünü,Ürün,Genel,"""pozitif"""
alın aldırın çok güzel,Ürün,Genel,"""pozitif"""
çok beğendim,Ürün,Genel,"""pozitif"""
Çok güzel teşekkür ederim,Ürün,Genel,"""pozitif"""
Tokalar orta boy foto da göründüğü gibi büyük değil ama dayanıklı,Ürün,Boyut,"""negatif"" "
"rengleri farklı geldi beğenmedim, resimdekinin kat kat açık renginde geldi",Ürün,Renk,"""negatif"" "
Ürün plastik ve basit duruyor. Bana plastik kokusu da geldi.,Ürün,Kalite,"""negatif"" "
"Çok güzel tokalar, kaliteli ve uygun. Teşekkürler",Ürün,Kalite,"""pozitif"""
"fotoğrafta olduğunda oldukça küçük, büyük saçı olanlar kesinlikle almayın",Ürün,Boyut,"""negatif"" "
Güzel Ürün beğendim. Teşekkürler çok güzel geldi.,Ürün,Genel,"""pozitif"""
Ürün çok kalitesiz aşırı plastik kokuyor yıkayıp kullanmayı deneyeceğim renkleriyle alakası yok,Ürün,Kalite,"""negatif"" "
Renkler göründüğü kadar canlı değil ancak fiyata göre günlük kullanım için alınabilir,Ürün,Renk,"""negatif"" "
"Renkleri çok hoş, kullanışlı. Uzun süredir kullanıyorum, bir sıkıntı yaşamadım.",Ürün,Renk,"""pozitif"""
Tokalar güzel ama asker yeşili olan açık yeşil geldi fiyat performans bence,Ürün,Renk,"""negatif"" "
Renkleri daha açık ama fena değil,Ürün,Renk,"""negatif"" "
Fön ve saç şekillendirmede kullanılır,Ürün,Kullanım,"""negatif"" "
sağlam ulaştı renkleri çok tatlı,Ürün,Renk,"""negatif"" "
Yanlış Ürün gönderildi iade edeceğim,Ürün,Hizmet,"""negatif"" "
bir Ürün kırık geldi lakin iade etmedim gerek duymadım,Ürün,Kalite,"""pozitif"""
biraz küçük,Ürün,Boyut,"""negatif"" "
beklediğimden bir tık küçük geldi ama güzel çok hoşuma gitti,Ürün,Boyut,"""pozitif"""
teşekkür ederim çok güzeller,Ürün,Genel,"""pozitif"""
"Tam bir fiyat performans, boyutları da ne çok küçük ne çok büyük, saçınız çoksa tutmayabilir",Ürün,Boyut,"""negatif"" "
güzel tokalar,Ürün,Genel,"""negatif"" "
Güzel toka iyi,Ürün,Genel,"""pozitif"""
bu fiyata gayet çok güzel tavsiye ederim.,Ürün,Fiyat,"""negatif"" "
Çok güzel ve uygun,Ürün,Genel,"""pozitif"""
fiyatına göre kalitesi çok güzel içerisindeki renklere bayıldım teşekkürler,Ürün,Kalite,"""pozitif"""
Hep kullandığım bir toka modeli bu sefer böyle yaz renkleri olsun dedim. Sadece aşırı plastik kokusu vardı 1 gün balkonda beklettim.,Ürün,Kalite,"""pozitif"""
ebat olarak küçük ama çok güzeller,Ürün,Boyut,"""pozitif"""
çok güzeller❣️,Ürün,Genel,"""pozitif"""
Kıskaçları çok sağlam saçı tam kavrıyor kesinlikle almalısınız kızlar 🥳,Ürün,Kalite,"""pozitif"""
Görseldekinden daha küçükmüş ve renkler böyle pastel değil cart,Ürün,Renk,"""negatif"" "
güzel ama çok küçükler,Ürün,Boyut,"""pozitif"""
gayet güzel ve kullanışlı,Ürün,Genel,"""negatif"" "
Güzel paketlenmiş,Ürün,Hizmet,"""pozitif"""
çok güzel tokalar,Ürün,Genel,"""negatif"" "
iş görür. bu fiyat performans Ürünü,Ürün,Fiyat,"""pozitif"""
fiyatına göre iyi,Ürün,Fiyat,"""negatif"" "
Tokalar güzel sağlam sadece kötü bir kokusu var ve renk tonları aynı değil.,Ürün,Kalite,"""pozitif"""
👍👍👍👍👍👍👍👍,Ürün,Genel,"""pozitif"""
Renkler görseldeki gibi gelmedi,Ürün,Renk,"""pozitif"""
Gayet kullanışlı renkler bu şekilde geldi görseldekinden farklı ama gelen renkler de gayet güzel,Ürün,Renk,"""pozitif"""
çok tatlılar fakat fotoğraftakinden bir tık küçükler,Ürün,Boyut,"""negatif"" "
çok güzel beğendik,Ürün,Genel,"""pozitif"""
Biraz küçük geldi,Ürün,Boyut,"""negatif"" "
Çok güzel başarılı önerilir.,Ürün,Genel,"""negatif"" "
Çok güzeeelll,Ürün,Genel,"""pozitif"""
çok güzellerrrrrrrrr,Ürün,Genel,"""negatif"" "
çok kaliteli,Ürün,Kalite,"""pozitif"""
Fotoğraftaki renkler gelmedi,Ürün,Renk,"""negatif"" "
hızlı ve aynısı geldi gayet güzel ucuz,Ürün,Hizmet,"""negatif"" "
tokalar çok güzel kaliteli ve sağlam geldi,Ürün,Kalite,"""pozitif"""
cok cabuk bozulan tokalar cokta saglam degil ama renkleri cabli güzel,Ürün,Kalite,"""pozitif"""
Boyut olarak biraz küçük yine de beğendim,Ürün,Boyut,"""negatif"" "
Sağlama benziyor,Ürün,Kalite,"""pozitif"""
"çok kalitesiz plastik ucuz duruyor, renkleri de benzemiyor",Ürün,Kalite,"""pozitif"""
renkler daha soluk ama gündelik kullanım için idare eder.,Ürün,Renk,"""pozitif"""
resimdeki renkler gibi pastel değil. Rengi takmayan için iş görür,Ürün,Renk,"""pozitif"""
Beğendim. Güzel tokalar.,Ürün,Genel,"""pozitif"""
Ürün sorunsuz bir şekilde geldi çok güzel beğendim fiyatına göre baya iyii,Ürün,Genel,"""pozitif"""
Bayıldım özellikle renklerine,Ürün,Renk,"""pozitif"""
Sağlam teşekkürler.,Ürün,Genel,"""pozitif"""
Güzel Ürün,Ürün,Genel,"""pozitif"""
güzel ama biraz küçük,Ürün,Boyut,"""pozitif"""
Boyutları küçükmüş,Ürün,Boyut,"""pozitif"""
çok hoş sevdim,Ürün,Genel,"""pozitif"""
eh işte kullanılır,Ürün,Genel,"""pozitif"""
Çok güzeller,Ürün,Genel,"""pozitif"""
